what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791673083
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791722024
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791748640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791752159
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791762558
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791773783
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791774387
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791787258
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309791789551
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309791789984
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791790967
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791797553
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791822499
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791825462
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791826157
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791837003
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791837753
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791867204
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791880338
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791883752
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309791902452
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309791903737
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791905667
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791907031
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791913788
