what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309747299969
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309747301352
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309747305479
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309747305599
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309747309976
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309747314345
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAs",1309747314458
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309747319064
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309747358955
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1309747360542
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1309747361287
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748345744
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748351368
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748365614
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748376252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748381022
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748388454
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309748389970
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309748446398
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748455894
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309748460787
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309748461313
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309748480636
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309748483903
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309748484896
