what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309791916260
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309791917078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309791917681
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309791918359
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792081069
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792082645
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792100692
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309792104284
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309792107053
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792107593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792123735
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309792127116
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309792130577
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309792131035
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309792135124
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792137511
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792251251
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792255766
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792257276
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309792261609
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792264643
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792292247
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792306346
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792310503
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309792311629
