what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308187764632
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187777209
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187780676
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308187781555
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308187785559
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187785902
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187786637
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187787144
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187789020
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187789547
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187796049
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187803646
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187804182
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187808603
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187817110
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187817647
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187822656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308187823503
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308187824637
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187825514
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308187829832
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187830196
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308187858761
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308187865682
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308187866839
